gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000035296.14,Sgcg,protein_coding,Non-Gm*
ENSMUSG00000024575.16,Pde6a,protein_coding,Non-Gm*
ENSMUSG00000010025.19,Aldh3a2,protein_coding,Non-Gm*
ENSMUSG00000031642.9,Sh3rf1,protein_coding,Non-Gm*
ENSMUSG00000059326.7,Csf2ra,protein_coding,Non-Gm*
ENSMUSG00000089873.8,Mup13,protein_coding,Non-Gm*
ENSMUSG00000057446.3,Cts8,protein_coding,Non-Gm*
ENSMUSG00000111658.1,B930092H01Rik,lncRNA,Non-Gm*
ENSMUSG00000099419.1,1700001D01Rik,lncRNA,Non-Gm*
ENSMUSG00000101505.1,1700109G14Rik,lncRNA,Non-Gm*
ENSMUSG00000037202.6,Prf1,protein_coding,Non-Gm*
ENSMUSG00000033871.14,Ppargc1b,protein_coding,Non-Gm*
ENSMUSG00000073830.11,Mup14,protein_coding,Non-Gm*
ENSMUSG00000069855.9,Slc47a2,protein_coding,Non-Gm*
ENSMUSG00000043157.8,Arl11,protein_coding,Non-Gm*
ENSMUSG00000020092.9,Pald1,protein_coding,Non-Gm*
ENSMUSG00000021928.9,Ebpl,protein_coding,Non-Gm*
ENSMUSG00000010122.14,Slc47a1,protein_coding,Non-Gm*
ENSMUSG00000021440.7,Cts7,protein_coding,Non-Gm*
ENSMUSG00000036894.3,Rap2b,protein_coding,Non-Gm*
ENSMUSG00000053706.2,B430305J03Rik,protein_coding,Non-Gm*
ENSMUSG00000021929.9,Kpna3,protein_coding,Non-Gm*
ENSMUSG00000032280.16,Tle3,protein_coding,Non-Gm*
ENSMUSG00000085447.1,9530026F06Rik,lncRNA,Non-Gm*
ENSMUSG00000037171.6,Nodal,protein_coding,Non-Gm*
ENSMUSG00000020091.15,Eif4ebp2,protein_coding,Non-Gm*
ENSMUSG00000096674.1,Mup15,protein_coding,Non-Gm*
ENSMUSG00000010086.17,Rnf112,protein_coding,Non-Gm*
ENSMUSG00000118229.1,Lncbate10,lncRNA,Non-Gm*
ENSMUSG00000043126.5,D830039M14Rik,lncRNA,Non-Gm*
ENSMUSG00000037151.8,Lrrc20,protein_coding,Non-Gm*
ENSMUSG00000042436.12,Mfap4,protein_coding,Non-Gm*
ENSMUSG00000031641.14,Cbr4,protein_coding,Non-Gm*
ENSMUSG00000001034.17,Mapk7,protein_coding,Non-Gm*
ENSMUSG00000045094.8,Arhgef37,protein_coding,Non-Gm*
ENSMUSG00000115656.1,4930556J02Rik,lncRNA,Non-Gm*
ENSMUSG00000060808.4,B9d1os,lncRNA,Non-Gm*
ENSMUSG00000001039.12,B9d1,protein_coding,Non-Gm*
ENSMUSG00000058056.16,Palld,protein_coding,Non-Gm*
ENSMUSG00000078675.9,Mup16,protein_coding,Non-Gm*
ENSMUSG00000001036.17,Epn2,protein_coding,Non-Gm*
ENSMUSG00000035653.16,Lrfn5,protein_coding,Non-Gm*
ENSMUSG00000109006.2,B230209E15Rik,lncRNA,Non-Gm*
ENSMUSG00000021930.14,Spryd7,protein_coding,Non-Gm*
ENSMUSG00000116031.1,D030024E09Rik,lncRNA,Non-Gm*
ENSMUSG00000074871.3,Ctsm,protein_coding,Non-Gm*
ENSMUSG00000024576.14,Csnk1a1,protein_coding,Non-Gm*
ENSMUSG00000074870.4,Cts3,protein_coding,Non-Gm*
ENSMUSG00000064289.15,Tank,protein_coding,Non-Gm*
ENSMUSG00000096688.1,Mup17,protein_coding,Non-Gm*
ENSMUSG00000020090.7,Npffr1,protein_coding,Non-Gm*
ENSMUSG00000035235.13,Trim13,protein_coding,Non-Gm*
ENSMUSG00000097589.9,Dleu2,lncRNA,Non-Gm*
ENSMUSG00000046168.9,Kcnrg,protein_coding,Non-Gm*
ENSMUSG00000086009.1,4930587A21Rik,lncRNA,Non-Gm*
ENSMUSG00000052062.14,Pard3b,protein_coding,Non-Gm*
ENSMUSG00000098098.7,Bvht,lncRNA,Non-Gm*
ENSMUSG00000020089.8,Ppa1,protein_coding,Non-Gm*
ENSMUSG00000097324.8,Carmn,lncRNA,Non-Gm*
ENSMUSG00000004837.2,Grap,protein_coding,Non-Gm*
ENSMUSG00000078674.2,Mup18,protein_coding,Non-Gm*
ENSMUSG00000042371.12,Slc5a10,protein_coding,Non-Gm*
ENSMUSG00000112581.1,1700022H01Rik,lncRNA,Non-Gm*
ENSMUSG00000020088.10,Sar1a,protein_coding,Non-Gm*
ENSMUSG00000042377.8,Fam83g,protein_coding,Non-Gm*
ENSMUSG00000024578.3,Il17b,protein_coding,Non-Gm*
ENSMUSG00000020087.5,Tysnd1,protein_coding,Non-Gm*
ENSMUSG00000024579.7,Pcyox1l,protein_coding,Non-Gm*
ENSMUSG00000109394.2,A230057D06Rik,lncRNA,Non-Gm*
ENSMUSG00000057615.5,Ldoc1,protein_coding,Non-Gm*
ENSMUSG00000026914.15,Psmd14,protein_coding,Non-Gm*
ENSMUSG00000024580.8,Grpel2,protein_coding,Non-Gm*
ENSMUSG00000020085.15,Aifm2,protein_coding,Non-Gm*
ENSMUSG00000098702.1,1500015A07Rik,lncRNA,Non-Gm*
ENSMUSG00000020528.14,Prpsap2,protein_coding,Non-Gm*
ENSMUSG00000033032.15,Afap1l1,protein_coding,Non-Gm*
ENSMUSG00000020086.6,Macroh2a2,protein_coding,Non-Gm*
ENSMUSG00000085842.7,Pard3bos1,lncRNA,Non-Gm*
ENSMUSG00000004798.14,Ulk2,protein_coding,Non-Gm*
ENSMUSG00000078673.10,Mup19,protein_coding,Non-Gm*
ENSMUSG00000032735.15,Ablim3,protein_coding,Non-Gm*
ENSMUSG00000035033.15,Tbr1,protein_coding,Non-Gm*
ENSMUSG00000089992.3,G6pd2,protein_coding,Non-Gm*
ENSMUSG00000058523.2,Mup5,protein_coding,Non-Gm*
ENSMUSG00000058806.15,Col13a1,protein_coding,Non-Gm*
ENSMUSG00000086866.2,4930512H18Rik,lncRNA,Non-Gm*
ENSMUSG00000072847.4,A530017D24Rik,lncRNA,Non-Gm*
ENSMUSG00000047804.15,Akap10,protein_coding,Non-Gm*
ENSMUSG00000007892.8,Rplp1,protein_coding,Non-Gm*
ENSMUSG00000032254.10,Kif23,protein_coding,Non-Gm*
ENSMUSG00000037921.15,Ddx60,protein_coding,Non-Gm*
ENSMUSG00000109321.1,A330076H08Rik,lncRNA,Non-Gm*
ENSMUSG00000045629.8,Sh3tc2,protein_coding,Non-Gm*
ENSMUSG00000032278.11,Paqr5,protein_coding,Non-Gm*
ENSMUSG00000042331.13,Specc1,protein_coding,Non-Gm*
ENSMUSG00000022346.15,Myc,protein_coding,Non-Gm*
ENSMUSG00000097039.8,Pvt1,lncRNA,Non-Gm*
ENSMUSG00000026904.17,Slc4a10,protein_coding,Non-Gm*
ENSMUSG00000078672.2,Mup20,protein_coding,Non-Gm*
ENSMUSG00000031635.14,Anxa10,protein_coding,Non-Gm*
ENSMUSG00000032252.14,Glce,protein_coding,Non-Gm*
ENSMUSG00000066154.11,Mup3,protein_coding,Non-Gm*
ENSMUSG00000020083.13,Fam241b,protein_coding,Non-Gm*
ENSMUSG00000074867.4,Zfp808,protein_coding,Non-Gm*
ENSMUSG00000085019.2,Pard3bos2,lncRNA,Non-Gm*
ENSMUSG00000044312.4,Neurog3,protein_coding,Non-Gm*
ENSMUSG00000066153.2,Mup21,protein_coding,Non-Gm*
ENSMUSG00000045730.4,Adrb2,protein_coding,Non-Gm*
ENSMUSG00000037031.10,Tspan15,protein_coding,Non-Gm*
ENSMUSG00000028389.12,Zfp37,protein_coding,Non-Gm*
ENSMUSG00000111232.1,A730043L09Rik,lncRNA,Non-Gm*
ENSMUSG00000018500.2,Adora2b,protein_coding,Non-Gm*
ENSMUSG00000020081.5,Tacr2,protein_coding,Non-Gm*
ENSMUSG00000066152.11,Slc31a2,protein_coding,Non-Gm*
ENSMUSG00000014243.5,Zswim7,protein_coding,Non-Gm*
ENSMUSG00000037012.18,Hk1,protein_coding,Non-Gm*
ENSMUSG00000046846.4,Spesp1,protein_coding,Non-Gm*
ENSMUSG00000048281.9,Dleu7,protein_coding,Non-Gm*
ENSMUSG00000042298.18,Ttc19,protein_coding,Non-Gm*
ENSMUSG00000045330.8,4933402E13Rik,protein_coding,Non-Gm*
ENSMUSG00000021932.13,Rnaseh2b,protein_coding,Non-Gm*
ENSMUSG00000066151.11,Fkbp15,protein_coding,Non-Gm*
ENSMUSG00000018501.17,Ncor1,protein_coding,Non-Gm*
ENSMUSG00000026322.9,Htr4,protein_coding,Non-Gm*
ENSMUSG00000035000.8,Dpp4,protein_coding,Non-Gm*
ENSMUSG00000103502.1,9330121J05Rik,lncRNA,Non-Gm*
ENSMUSG00000036885.14,Arhgef26,protein_coding,Non-Gm*
ENSMUSG00000085347.1,Hk1os,lncRNA,Non-Gm*
ENSMUSG00000032249.14,Anp32a,protein_coding,Non-Gm*
ENSMUSG00000033585.5,Ndn,protein_coding,Non-Gm*
ENSMUSG00000066150.12,Slc31a1,protein_coding,Non-Gm*
ENSMUSG00000056972.6,Magel2,protein_coding,Non-Gm*
ENSMUSG00000020080.8,Hkdc1,protein_coding,Non-Gm*
ENSMUSG00000066149.11,Cdc26,protein_coding,Non-Gm*
ENSMUSG00000021933.11,Gucy1b2,protein_coding,Non-Gm*
ENSMUSG00000066148.3,Prpf4,protein_coding,Non-Gm*
ENSMUSG00000070527.3,Mkrn3,protein_coding,Non-Gm*
ENSMUSG00000041729.15,Coro2b,protein_coding,Non-Gm*
ENSMUSG00000063851.12,Rnf183,protein_coding,Non-Gm*
ENSMUSG00000020079.15,Supv3l1,protein_coding,Non-Gm*
ENSMUSG00000028391.16,Wdr31,protein_coding,Non-Gm*
ENSMUSG00000097129.2,4930507D05Rik,lncRNA,Non-Gm*
ENSMUSG00000055228.8,Zfp935,protein_coding,Non-Gm*
ENSMUSG00000020078.16,Vps26a,protein_coding,Non-Gm*
ENSMUSG00000085400.1,Pard3bos3,lncRNA,Non-Gm*
ENSMUSG00000014245.8,Pigl,protein_coding,Non-Gm*
ENSMUSG00000070526.2,Peg12,protein_coding,Non-Gm*
ENSMUSG00000031194.1,4931400O07Rik,protein_coding,Non-Gm*
ENSMUSG00000027770.5,Dhx36,protein_coding,Non-Gm*
ENSMUSG00000000394.15,Gcg,protein_coding,Non-Gm*
ENSMUSG00000074865.11,Zfp934,protein_coding,Non-Gm*
ENSMUSG00000028392.15,Bspry,protein_coding,Non-Gm*
ENSMUSG00000020077.14,Srgn,protein_coding,Non-Gm*
ENSMUSG00000038422.2,Hdhd3,protein_coding,Non-Gm*
ENSMUSG00000000392.17,Fap,protein_coding,Non-Gm*
ENSMUSG00000042211.7,Fbxo38,protein_coding,Non-Gm*
ENSMUSG00000028393.10,Alad,protein_coding,Non-Gm*
ENSMUSG00000085757.7,Tslrn1,lncRNA,Non-Gm*
ENSMUSG00000028394.9,Pole3,protein_coding,Non-Gm*
ENSMUSG00000018509.8,Cenpv,protein_coding,Non-Gm*
ENSMUSG00000058046.1,4933430I17Rik,protein_coding,Non-Gm*
ENSMUSG00000043441.5,Gpr149,protein_coding,Non-Gm*
ENSMUSG00000036955.16,Kif1bp,protein_coding,Non-Gm*
ENSMUSG00000044176.12,Spink10,protein_coding,Non-Gm*
ENSMUSG00000019505.7,Ubb,protein_coding,Non-Gm*
ENSMUSG00000035184.15,Fam124a,protein_coding,Non-Gm*
ENSMUSG00000059810.18,Rgs3,protein_coding,Non-Gm*
ENSMUSG00000018507.16,Trpv2,protein_coding,Non-Gm*
ENSMUSG00000105203.1,4933428P19Rik,lncRNA,Non-Gm*
ENSMUSG00000020075.8,Ddx21,protein_coding,Non-Gm*
ENSMUSG00000060201.5,Spink7,protein_coding,Non-Gm*
ENSMUSG00000026896.14,Ifih1,protein_coding,Non-Gm*
ENSMUSG00000037999.13,Arap2,protein_coding,Non-Gm*
ENSMUSG00000086841.1,2410006H16Rik,lncRNA,Non-Gm*
ENSMUSG00000072066.7,6720489N17Rik,protein_coding,Non-Gm*
ENSMUSG00000048915.12,Efna5,protein_coding,Non-Gm*
ENSMUSG00000046417.14,Lrrc75a,protein_coding,Non-Gm*
ENSMUSG00000085762.1,Lrrc75aos2,lncRNA,Non-Gm*
ENSMUSG00000073551.5,Spink13,protein_coding,Non-Gm*
ENSMUSG00000020076.7,Ddx50,protein_coding,Non-Gm*
ENSMUSG00000085170.1,Lrrc75aos1,lncRNA,Non-Gm*
ENSMUSG00000048497.11,Mmgt2,protein_coding,Non-Gm*
ENSMUSG00000036923.12,Stox1,protein_coding,Non-Gm*
ENSMUSG00000091155.1,Serpine3,protein_coding,Non-Gm*
ENSMUSG00000026893.4,Gca,protein_coding,Non-Gm*
ENSMUSG00000074863.5,Platr25,protein_coding,Non-Gm*
ENSMUSG00000035161.7,Ints6,protein_coding,Non-Gm*
ENSMUSG00000032243.8,Itga11,protein_coding,Non-Gm*
ENSMUSG00000059742.10,Kcnh7,protein_coding,Non-Gm*
ENSMUSG00000005267.13,Zfp287,protein_coding,Non-Gm*
ENSMUSG00000025969.15,Nrp2,protein_coding,Non-Gm*
ENSMUSG00000050312.12,Nsun3,protein_coding,Non-Gm*
ENSMUSG00000020074.7,Ccar1,protein_coding,Non-Gm*
ENSMUSG00000041789.7,2700046A07Rik,lncRNA,Non-Gm*
ENSMUSG00000047342.17,Zfp286,protein_coding,Non-Gm*
ENSMUSG00000086674.1,Zfp286os,lncRNA,Non-Gm*
ENSMUSG00000109344.1,A26c2,protein_coding,Non-Gm*
ENSMUSG00000032244.9,Fem1b,protein_coding,Non-Gm*
ENSMUSG00000022911.11,Arl13b,protein_coding,Non-Gm*
ENSMUSG00000047146.17,Tet1,protein_coding,Non-Gm*
ENSMUSG00000090326.2,Dthd1,protein_coding,Non-Gm*
ENSMUSG00000047854.5,Stx19,protein_coding,Non-Gm*
ENSMUSG00000047821.16,Trim16,protein_coding,Non-Gm*
ENSMUSG00000021456.8,Fbp2,protein_coding,Non-Gm*
ENSMUSG00000014547.10,Wdfy2,protein_coding,Non-Gm*
ENSMUSG00000032245.12,Cln6,protein_coding,Non-Gm*
ENSMUSG00000090173.8,Fbxw10,protein_coding,Non-Gm*
ENSMUSG00000022912.8,Pros1,protein_coding,Non-Gm*
ENSMUSG00000032246.14,Calml4,protein_coding,Non-Gm*
ENSMUSG00000069805.10,Fbp1,protein_coding,Non-Gm*
ENSMUSG00000032405.10,Pias1,protein_coding,Non-Gm*
ENSMUSG00000014177.10,Tvp23b,protein_coding,Non-Gm*
ENSMUSG00000086677.1,Tvp23bos,lncRNA,Non-Gm*
ENSMUSG00000071253.8,Slc25a16,protein_coding,Non-Gm*
ENSMUSG00000071847.13,Apcdd1,protein_coding,Non-Gm*
ENSMUSG00000036875.15,Dna2,protein_coding,Non-Gm*
ENSMUSG00000087039.1,Cdrt4os2,lncRNA,Non-Gm*
ENSMUSG00000054162.15,Spock3,protein_coding,Non-Gm*
ENSMUSG00000042200.3,Cdrt4,protein_coding,Non-Gm*
ENSMUSG00000040865.15,Ino80d,protein_coding,Non-Gm*
ENSMUSG00000021458.17,Aopep,protein_coding,Non-Gm*
ENSMUSG00000028358.15,Zfp618,protein_coding,Non-Gm*
ENSMUSG00000075574.2,Defb48,protein_coding,Non-Gm*
ENSMUSG00000024581.13,Napg,protein_coding,Non-Gm*
ENSMUSG00000020070.18,Rufy2,protein_coding,Non-Gm*
ENSMUSG00000087604.7,Cdrt4os1,lncRNA,Non-Gm*
ENSMUSG00000075573.4,Defb47,protein_coding,Non-Gm*
ENSMUSG00000041482.17,Piezo2,protein_coding,Non-Gm*
ENSMUSG00000075572.1,Defb43,protein_coding,Non-Gm*
ENSMUSG00000020069.16,Hnrnph3,protein_coding,Non-Gm*
ENSMUSG00000020072.15,Pbld2,protein_coding,Non-Gm*
ENSMUSG00000075571.8,Defb30,protein_coding,Non-Gm*
ENSMUSG00000054763.9,Defb42,protein_coding,Non-Gm*
ENSMUSG00000023965.13,Fbxl17,protein_coding,Non-Gm*
ENSMUSG00000112129.1,Pbld1,protein_coding,Non-Gm*
ENSMUSG00000042189.5,Tekt3,protein_coding,Non-Gm*
ENSMUSG00000030525.8,Chrna7,protein_coding,Non-Gm*
ENSMUSG00000036816.4,Atoh7,protein_coding,Non-Gm*
ENSMUSG00000084799.7,Ino80dos,lncRNA,Non-Gm*
ENSMUSG00000020067.8,Mypn,protein_coding,Non-Gm*
ENSMUSG00000021939.8,Ctsb,protein_coding,Non-Gm*
ENSMUSG00000018217.12,Pmp22,protein_coding,Non-Gm*
ENSMUSG00000022245.15,Skor1,protein_coding,Non-Gm*
ENSMUSG00000028356.4,Ambp,protein_coding,Non-Gm*
ENSMUSG00000025968.16,Ndufs1,protein_coding,Non-Gm*
ENSMUSG00000021273.11,Fdft1,protein_coding,Non-Gm*
ENSMUSG00000058444.8,Map2k5,protein_coding,Non-Gm*
ENSMUSG00000028357.13,Kif12,protein_coding,Non-Gm*
ENSMUSG00000085532.1,B430319H21Rik,lncRNA,Non-Gm*
ENSMUSG00000025967.16,Eef1b2,protein_coding,Non-Gm*
ENSMUSG00000035121.6,Neil2,protein_coding,Non-Gm*
ENSMUSG00000046856.13,Gpr1,protein_coding,Non-Gm*
ENSMUSG00000021944.15,Gata4,protein_coding,Non-Gm*
ENSMUSG00000086730.2,Platr12,lncRNA,Non-Gm*
ENSMUSG00000045672.15,Col27a1,protein_coding,Non-Gm*
ENSMUSG00000027820.12,Mme,protein_coding,Non-Gm*
ENSMUSG00000045391.4,1700120B22Rik,lncRNA,Non-Gm*
ENSMUSG00000020064.9,Herc4,protein_coding,Non-Gm*
ENSMUSG00000108242.1,9330118I20Rik,lncRNA,Non-Gm*
ENSMUSG00000071424.10,Grid2,protein_coding,Non-Gm*
ENSMUSG00000027520.15,Zdbf2,protein_coding,Non-Gm*
ENSMUSG00000021461.17,Fancc,protein_coding,Non-Gm*
ENSMUSG00000090565.7,4930405O22Rik,lncRNA,Non-Gm*
ENSMUSG00000020063.16,Sirt1,protein_coding,Non-Gm*
ENSMUSG00000039196.2,Orm1,protein_coding,Non-Gm*
ENSMUSG00000097682.1,4930554H23Rik,lncRNA,Non-Gm*
ENSMUSG00000028359.4,Orm3,protein_coding,Non-Gm*
ENSMUSG00000061540.3,Orm2,protein_coding,Non-Gm*
ENSMUSG00000039158.11,Akna,protein_coding,Non-Gm*
ENSMUSG00000014453.4,Blk,protein_coding,Non-Gm*
ENSMUSG00000086953.1,Aknaos,lncRNA,Non-Gm*
ENSMUSG00000036764.12,Dnajc12,protein_coding,Non-Gm*
ENSMUSG00000032403.8,2300009A05Rik,protein_coding,Non-Gm*
ENSMUSG00000085113.1,B130011K05Rik,lncRNA,Non-Gm*
ENSMUSG00000039137.18,Whrn,protein_coding,Non-Gm*
ENSMUSG00000037801.13,Iqch,protein_coding,Non-Gm*
ENSMUSG00000060843.11,Ctnna3,protein_coding,Non-Gm*
ENSMUSG00000035095.11,Fam167a,protein_coding,Non-Gm*
ENSMUSG00000033510.14,Otud7a,protein_coding,Non-Gm*
ENSMUSG00000025964.15,Adam23,protein_coding,Non-Gm*
ENSMUSG00000103476.1,Strit1,protein_coding,Non-Gm*
ENSMUSG00000021953.14,Tdh,protein_coding,Non-Gm*
ENSMUSG00000021466.12,Ptch1,protein_coding,Non-Gm*
ENSMUSG00000035078.6,Mtmr9,protein_coding,Non-Gm*
ENSMUSG00000052504.7,Epha3,protein_coding,Non-Gm*
ENSMUSG00000039105.6,Atp6v1g1,protein_coding,Non-Gm*
ENSMUSG00000045917.17,Tmem268,protein_coding,Non-Gm*
ENSMUSG00000037257.8,Aagab,protein_coding,Non-Gm*
ENSMUSG00000035067.9,Xkr6,protein_coding,Non-Gm*
ENSMUSG00000058935.14,Tex48,protein_coding,Non-Gm*
ENSMUSG00000069085.5,Dytn,protein_coding,Non-Gm*
ENSMUSG00000032402.12,Smad3,protein_coding,Non-Gm*
ENSMUSG00000090061.9,Nwd2,protein_coding,Non-Gm*
ENSMUSG00000024583.3,Txnl1,protein_coding,Non-Gm*
ENSMUSG00000113825.1,1700024I08Rik,lncRNA,Non-Gm*
ENSMUSG00000036834.16,Plch1,protein_coding,Non-Gm*
ENSMUSG00000025963.5,Mdh1b,protein_coding,Non-Gm*
ENSMUSG00000040560.10,Wdr7,protein_coding,Non-Gm*
ENSMUSG00000115676.1,4930449C09Rik,lncRNA,Non-Gm*
ENSMUSG00000050395.8,Tnfsf15,protein_coding,Non-Gm*
ENSMUSG00000025962.15,Fastkd2,protein_coding,Non-Gm*
ENSMUSG00000025961.1,4933402D24Rik,protein_coding,Non-Gm*
ENSMUSG00000079025.9,Gsdmc,protein_coding,Non-Gm*
ENSMUSG00000060512.7,0610040J01Rik,protein_coding,Non-Gm*
ENSMUSG00000021470.19,Ercc6l2,protein_coding,Non-Gm*
ENSMUSG00000056293.12,Gsdmc2,protein_coding,Non-Gm*
ENSMUSG00000028362.2,Tnfsf8,protein_coding,Non-Gm*
ENSMUSG00000055827.13,Gsdmc3,protein_coding,Non-Gm*
ENSMUSG00000021958.5,Pinx1,protein_coding,Non-Gm*
ENSMUSG00000000127.15,Fer,protein_coding,Non-Gm*
ENSMUSG00000045506.3,A930002H24Rik,protein_coding,Non-Gm*
ENSMUSG00000070407.5,Hs3st3b1,protein_coding,Non-Gm*
ENSMUSG00000052040.10,Klf13,protein_coding,Non-Gm*
ENSMUSG00000055748.12,Gsdmc4,protein_coding,Non-Gm*
ENSMUSG00000047881.14,Rell1,protein_coding,Non-Gm*
ENSMUSG00000048581.12,E130311K13Rik,protein_coding,Non-Gm*
ENSMUSG00000095061.1,E030018B13Rik,protein_coding,Non-Gm*
ENSMUSG00000094443.2,Sgo2b,protein_coding,Non-Gm*
ENSMUSG00000042846.8,Lrrtm3,protein_coding,Non-Gm*
ENSMUSG00000022378.14,Fam49b,protein_coding,Non-Gm*
ENSMUSG00000027822.16,Slc33a1,protein_coding,Non-Gm*
ENSMUSG00000063060.6,Sox7,protein_coding,Non-Gm*
ENSMUSG00000036867.7,Smad6,protein_coding,Non-Gm*
ENSMUSG00000028364.15,Tnc,protein_coding,Non-Gm*
ENSMUSG00000042148.8,Cox10,protein_coding,Non-Gm*
ENSMUSG00000086359.1,9630013K17Rik,lncRNA,Non-Gm*
ENSMUSG00000021961.6,4930578I06Rik,protein_coding,Non-Gm*
ENSMUSG00000075324.13,Fign,protein_coding,Non-Gm*
ENSMUSG00000027823.9,Gmps,protein_coding,Non-Gm*
ENSMUSG00000073821.11,8030451A03Rik,lncRNA,Non-Gm*
ENSMUSG00000046049.7,Rp1l1,protein_coding,Non-Gm*
ENSMUSG00000053626.5,Tll1,protein_coding,Non-Gm*
ENSMUSG00000025959.13,Klf7,protein_coding,Non-Gm*
ENSMUSG00000093616.1,1700055C04Rik,lncRNA,Non-Gm*
ENSMUSG00000106219.1,5830416I19Rik,lncRNA,Non-Gm*
ENSMUSG00000033122.14,Hsd17b3,protein_coding,Non-Gm*
ENSMUSG00000034623.14,Prss55,protein_coding,Non-Gm*
ENSMUSG00000087497.7,2810001G20Rik,lncRNA,Non-Gm*
ENSMUSG00000093759.1,Scarletltr,lncRNA,Non-Gm*
ENSMUSG00000027824.5,Vmn2r1,protein_coding,Non-Gm*
ENSMUSG00000052099.14,Prss51,protein_coding,Non-Gm*
ENSMUSG00000022377.16,Asap1,protein_coding,Non-Gm*
ENSMUSG00000029171.12,Pgm2,protein_coding,Non-Gm*
ENSMUSG00000033114.11,Slc35d2,protein_coding,Non-Gm*
ENSMUSG00000091686.1,4930471C04Rik,lncRNA,Non-Gm*
ENSMUSG00000021966.7,Prss52,protein_coding,Non-Gm*
ENSMUSG00000043897.13,Vmn2r2,protein_coding,Non-Gm*
ENSMUSG00000114284.1,9630015K15Rik,lncRNA,Non-Gm*
ENSMUSG00000032401.15,Lctl,protein_coding,Non-Gm*
ENSMUSG00000054733.9,Msra,protein_coding,Non-Gm*
ENSMUSG00000044934.13,Zfp367,protein_coding,Non-Gm*
ENSMUSG00000032400.18,Zwilch,protein_coding,Non-Gm*
ENSMUSG00000030523.18,Trpm1,protein_coding,Non-Gm*
ENSMUSG00000029174.18,Tbc1d1,protein_coding,Non-Gm*
ENSMUSG00000086128.8,St8sia3os,lncRNA,Non-Gm*
ENSMUSG00000021476.9,Habp4,protein_coding,Non-Gm*
ENSMUSG00000032399.8,Rpl4,protein_coding,Non-Gm*
ENSMUSG00000031179.14,3830417A13Rik,protein_coding,Non-Gm*
ENSMUSG00000032398.7,Snapc5,protein_coding,Non-Gm*
ENSMUSG00000004936.8,Map2k1,protein_coding,Non-Gm*
ENSMUSG00000033102.15,Cdc14b,protein_coding,Non-Gm*
ENSMUSG00000035337.3,Uchl4,protein_coding,Non-Gm*
ENSMUSG00000097101.3,1810034E14Rik,lncRNA,Non-Gm*
ENSMUSG00000056812.14,St8sia3,protein_coding,Non-Gm*
ENSMUSG00000091572.9,Vmn2r3,protein_coding,Non-Gm*
ENSMUSG00000046699.14,Slitrk4,protein_coding,Non-Gm*
ENSMUSG00000021482.10,Prxl2c,protein_coding,Non-Gm*
ENSMUSG00000024083.16,Pja2,protein_coding,Non-Gm*
ENSMUSG00000032397.7,Tipin,protein_coding,Non-Gm*
ENSMUSG00000030522.14,Mtmr10,protein_coding,Non-Gm*
ENSMUSG00000032396.17,Dis3l,protein_coding,Non-Gm*
ENSMUSG00000115752.1,1700010G06Rik,lncRNA,Non-Gm*
ENSMUSG00000045991.19,Onecut2,protein_coding,Non-Gm*
ENSMUSG00000033458.17,Fan1,protein_coding,Non-Gm*
ENSMUSG00000021477.9,Ctsl,protein_coding,Non-Gm*
ENSMUSG00000030521.11,Mphosph10,protein_coding,Non-Gm*
ENSMUSG00000092049.9,Vmn2r4,protein_coding,Non-Gm*
ENSMUSG00000036466.17,Megf11,protein_coding,Non-Gm*
ENSMUSG00000033429.10,Mcee,protein_coding,Non-Gm*
ENSMUSG00000113696.1,1700015C15Rik,lncRNA,Non-Gm*
ENSMUSG00000021483.8,Cdk20,protein_coding,Non-Gm*
ENSMUSG00000047759.6,Hs3st3a1,protein_coding,Non-Gm*
ENSMUSG00000024588.9,Fech,protein_coding,Non-Gm*
ENSMUSG00000100911.2,1700027F09Rik,lncRNA,Non-Gm*
ENSMUSG00000043060.8,Fscb,protein_coding,Non-Gm*
ENSMUSG00000105352.4,C030018K13Rik,lncRNA,Non-Gm*
ENSMUSG00000068167.6,Csnka2ip,protein_coding,Non-Gm*
ENSMUSG00000096537.6,Fam240b,protein_coding,Non-Gm*
ENSMUSG00000068999.13,Vmn2r5,protein_coding,Non-Gm*
ENSMUSG00000024587.10,Nars,protein_coding,Non-Gm*
ENSMUSG00000030519.14,Apba2,protein_coding,Non-Gm*
ENSMUSG00000073377.9,AU016765,lncRNA,Non-Gm*
ENSMUSG00000039529.9,Atp8b1,protein_coding,Non-Gm*
ENSMUSG00000090581.9,Vmn2r6,protein_coding,Non-Gm*
ENSMUSG00000025958.14,Creb1,protein_coding,Non-Gm*
ENSMUSG00000097545.7,Mir124a-1hg,lncRNA,Non-Gm*
ENSMUSG00000037852.8,Cpe,protein_coding,Non-Gm*
ENSMUSG00000024085.13,Man2a1,protein_coding,Non-Gm*
ENSMUSG00000025956.10,Mettl21a,protein_coding,Non-Gm*
ENSMUSG00000060012.9,Kif13b,protein_coding,Non-Gm*
ENSMUSG00000087213.2,2810408I11Rik,lncRNA,Non-Gm*
ENSMUSG00000062200.14,Vmn2r7,protein_coding,Non-Gm*
ENSMUSG00000070871.10,Ccnyl1,protein_coding,Non-Gm*
ENSMUSG00000022376.8,Adcy8,protein_coding,Non-Gm*
ENSMUSG00000004771.12,Rab11a,protein_coding,Non-Gm*
ENSMUSG00000031604.10,Msmo1,protein_coding,Non-Gm*
